,Entity,Year_internet,Code,internet_usage,co2_tonnes_per_person,income_per_person,energy_per_person
3059,Sao Tome and Principe,1991,STP,0.0,0.391,2550,
3060,Sao Tome and Principe,1992,STP,0.0,0.383,2530,
3061,Sao Tome and Principe,1993,STP,0.0,0.375,2520,
3062,Sao Tome and Principe,1994,STP,0.0,0.368,2550,
3063,Sao Tome and Principe,1995,STP,0.0,0.362,2560,
3064,Sao Tome and Principe,1998,STP,0.295847047,0.346,2570,
3065,Sao Tome and Principe,1999,STP,0.363203161,0.341,2590,
3066,Sao Tome and Principe,2000,STP,4.638516816,0.335,2560,
3067,Sao Tome and Principe,2001,STP,6.310917888,0.355,2590,
3068,Sao Tome and Principe,2002,STP,7.580665169,0.398,2600,
3069,Sao Tome and Principe,2003,STP,10.16184431,0.439,2720,
3070,Sao Tome and Principe,2004,STP,13.32285269,0.477,2760,247
3071,Sao Tome and Principe,2005,STP,13.75948422,0.489,2890,273
3072,Sao Tome and Principe,2006,STP,14.18201978,0.522,3070,272
3073,Sao Tome and Principe,2007,STP,14.5904832,0.507,3080,265
3074,Sao Tome and Principe,2008,STP,15.48,0.493,3240,
3075,Sao Tome and Principe,2009,STP,16.41,0.521,3230,
3076,Sao Tome and Principe,2010,STP,18.75,0.549,3360,
3077,Sao Tome and Principe,2011,STP,20.1612,0.556,3430,
3078,Sao Tome and Principe,2012,STP,21.5724,0.603,3460,
3079,Sao Tome and Principe,2013,STP,23.0,0.592,3560,
3080,Sao Tome and Principe,2014,STP,24.41,0.581,3720,
3081,Sao Tome and Principe,2015,STP,25.82,0.57,3790,
3082,Saudi Arabia,1990,SAU,0.0,11.4,16.7k,3570
3083,Saudi Arabia,1991,SAU,0.0,16.0,19.6k,4030
3084,Saudi Arabia,1992,SAU,0.0,16.5,20.8k,4450
3085,Saudi Arabia,1993,SAU,0.0,17.7,21k,4500
3086,Saudi Arabia,1994,SAU,0.0,16.9,21.7k,4610
3087,Saudi Arabia,1995,SAU,0.010956134,12.6,22.3k,4530
3088,Saudi Arabia,1996,SAU,0.026732651,13.6,23.6k,4750
3089,Saudi Arabia,1997,SAU,0.052099031,11.1,24.5k,4440
3090,Saudi Arabia,1998,SAU,0.101429893,10.5,25.9k,4650
3091,Saudi Arabia,1999,SAU,0.49358534,11.2,25.6k,4630
3092,Saudi Arabia,2000,SAU,2.210691809,14.4,27.8k,4740
3093,Saudi Arabia,2001,SAU,4.681053166,14.0,28.1k,4740
3094,Saudi Arabia,2002,SAU,6.38470502,14.9,28k,5100
3095,Saudi Arabia,2003,SAU,8.001582891,14.6,31.8k,5010
3096,Saudi Arabia,2004,SAU,10.234533,17.1,35.1k,5180
3097,Saudi Arabia,2005,SAU,12.70503599,16.6,38k,5150
3098,Saudi Arabia,2006,SAU,19.45955435,17.6,40.1k,5540
3099,Saudi Arabia,2007,SAU,30.0,15.4,41.9k,5570
3100,Saudi Arabia,2008,SAU,36.0,16.7,45.8k,6050
3101,Saudi Arabia,2009,SAU,38.0,17.5,44.6k,6260
3102,Saudi Arabia,2010,SAU,41.0,18.9,44k,6760
3103,Saudi Arabia,2011,SAU,47.5,17.6,47k,6300
3104,Saudi Arabia,2012,SAU,54.0,19.3,48k,6870
3105,Saudi Arabia,2013,SAU,60.5,18.0,47.8k,6390
3106,Saudi Arabia,2014,SAU,64.71365737,19.5,48.2k,6910
3107,Saudi Arabia,2015,SAU,69.6162358,19.6,48.9k,
3108,Senegal,1990,SEN,0.0,0.417,2470,224
3109,Senegal,1991,SEN,0.0,0.436,2460,216
3110,Senegal,1992,SEN,0.0,0.429,2420,223
3111,Senegal,1993,SEN,0.0,0.43,2390,216
3112,Senegal,1994,SEN,0.0,0.454,2320,208
3113,Senegal,1995,SEN,0.000692848,0.395,2380,215
3114,Senegal,1996,SEN,0.011238219,0.411,2370,214
3115,Senegal,1997,SEN,0.027347441,0.349,2380,222
3116,Senegal,1998,SEN,0.079871379,0.357,2460,229
3117,Senegal,1999,SEN,0.311090952,0.377,2560,236
3118,Senegal,2000,SEN,0.403967486,0.389,2600,245
3119,Senegal,2001,SEN,0.983794059,0.417,2640,258
3120,Senegal,2002,SEN,1.006454537,0.423,2580,256
3121,Senegal,2003,SEN,2.10143643,0.456,2660,243
3122,Senegal,2004,SEN,4.38602398,0.462,2710,253
3123,Senegal,2005,SEN,4.786684083,0.5,2760,252
3124,Senegal,2006,SEN,5.611738652,0.389,2750,246
3125,Senegal,2007,SEN,6.89,0.413,2750,257
3126,Senegal,2008,SEN,7.12,0.395,2780,261
3127,Senegal,2009,SEN,7.5,0.352,2780,305
3128,Senegal,2010,SEN,8.0,0.575,2800,302
3129,Senegal,2011,SEN,9.8,0.6,2760,311
3130,Senegal,2012,SEN,10.8,0.55,2790,300
3131,Senegal,2013,SEN,13.1,0.571,2780,269
3132,Senegal,2014,SEN,17.7,0.623,2870,279
3133,Senegal,2015,SEN,27.0,0.695,2970,
3134,Serbia,2004,SRB,23.5,6.52,11.6k,2420
3135,Serbia,2005,SRB,26.3,5.62,12.3k,2160
3136,Serbia,2006,SRB,27.2,6.66,13k,2300
3137,Serbia,2007,SRB,33.15,6.56,13.8k,2250
3138,Serbia,2008,SRB,35.6,5.71,14.7k,2290
3139,Serbia,2009,SRB,38.1,5.09,14.3k,2070
3140,Serbia,2010,SRB,40.9,5.09,14.5k,2140
3141,Serbia,2011,SRB,42.2,5.47,14.9k,2240
3142,Serbia,2012,SRB,48.1,4.89,14.9k,2020
3143,Serbia,2013,SRB,53.45036418,5.0,15.4k,2080
3144,Serbia,2014,SRB,62.07508046,4.18,15.2k,1860
3145,Serbia,2015,SRB,65.3170254,4.93,15.6k,
3146,Seychelles,1990,SYC,0.0,2.13,14.6k,541
3147,Seychelles,1991,SYC,0.0,2.41,14.8k,
3148,Seychelles,1992,SYC,0.0,2.37,15.8k,
3149,Seychelles,1993,SYC,0.0,2.48,16.5k,
3150,Seychelles,1994,SYC,0.0,2.67,15.9k,
3151,Seychelles,1995,SYC,0.0,2.58,15.5k,
3152,Seychelles,1996,SYC,0.651474286,3.02,16.1k,
3153,Seychelles,1997,SYC,1.28295593,4.35,17.8k,
3154,Seychelles,1998,SYC,2.526177514,5.47,18.9k,
3155,Seychelles,1999,SYC,6.229054803,6.38,18.9k,
3156,Seychelles,2000,SYC,7.395629183,7.06,19k,
3157,Seychelles,2001,SYC,11.01510293,7.7,18.5k,
3158,Seychelles,2002,SYC,14.30417083,6.41,18.2k,
3159,Seychelles,2003,SYC,14.59250432,6.41,17.3k,
3160,Seychelles,2004,SYC,24.27213922,8.43,16.9k,3100
3161,Seychelles,2005,SYC,25.41326815,7.78,18.3k,2750
3162,Seychelles,2006,SYC,34.95197117,8.19,19.6k,2870
3163,Seychelles,2007,SYC,38.38,7.12,21.6k,2410
3164,Seychelles,2008,SYC,40.44,7.66,20.7k,
3165,Seychelles,2010,SYC,41.0,4.86,21k,
3166,Seychelles,2011,SYC,43.16400446,3.55,23.2k,
3167,Seychelles,2012,SYC,47.076,4.55,23.3k,
3168,Seychelles,2013,SYC,50.4,3.53,24.2k,
3169,Seychelles,2014,SYC,51.25470199,5.18,24.9k,
3170,Seychelles,2015,SYC,54.25961786,5.17,25.6k,
3171,Singapore,1990,SGP,0.0,14.7,37.4k,3780
3172,Singapore,1991,SGP,0.161504498,14.5,38.8k,4170
3173,Singapore,1992,SGP,0.471368155,15.1,40.1k,4590
3174,Singapore,1993,SGP,0.763278139,15.4,43.6k,5490
3175,Singapore,1994,SGP,1.185203797,18.0,47k,6460
3176,Singapore,1995,SGP,2.873418722,11.9,48.9k,5350
3177,Singapore,1996,SGP,8.34995903,13.6,50.4k,5360
3178,Singapore,1997,SGP,13.47162042,15.5,52.8k,5820
3179,Singapore,1998,SGP,19.59076716,12.5,49.9k,5080
3180,Singapore,1999,SGP,24.15543693,12.6,52.4k,4590
3181,Singapore,2000,SGP,36.0,12.1,56.1k,4630
3182,Singapore,2001,SGP,41.67042518,12.1,54k,5150
3183,Singapore,2002,SGP,47.0,11.5,55.6k,5070
3184,Singapore,2003,SGP,53.83794329,7.54,59k,6220
3185,Singapore,2004,SGP,62.0,6.82,64k,7370
3186,Singapore,2005,SGP,61.0,7.12,67.1k,5060
3187,Singapore,2006,SGP,59.0,7.0,70.9k,5260
3188,Singapore,2007,SGP,69.9,4.35,74.2k,4680
3189,Singapore,2008,SGP,69.0,7.57,71.6k,5090
3190,Singapore,2009,SGP,69.0,11.8,69.6k,4260
3191,Singapore,2010,SGP,71.0,11.4,78.3k,5010
3192,Singapore,2011,SGP,71.0,8.88,81.5k,5070
3193,Singapore,2012,SGP,72.0,9.31,83.1k,4900
3194,Singapore,2013,SGP,80.90205685,10.3,85.7k,4880
3195,Singapore,2014,SGP,79.02923586,10.3,88k,5120
3196,Singapore,2015,SGP,79.012957,11.0,89.5k,
3197,Slovenia,1990,SVN,0.0,7.53,22.1k,2860
3198,Slovenia,1991,SVN,0.0,6.98,20.1k,2780
3199,Slovenia,1992,SVN,0.0,6.99,19k,2580
3200,Slovenia,1993,SVN,0.409792399,7.16,19.6k,2720
3201,Slovenia,1994,SVN,1.071570172,7.34,20.7k,2830
3202,Slovenia,1995,SVN,2.898985609,7.67,21.5k,3050
3203,Slovenia,1996,SVN,5.072272271,8.01,22.2k,3180
3204,Slovenia,1997,SVN,7.591923004,8.18,23.3k,3310
3205,Slovenia,1998,SVN,10.10460285,8.04,24.2k,3250
3206,Slovenia,1999,SVN,12.61093843,7.72,25.4k,3240
3207,Slovenia,2000,SVN,15.11025956,7.78,26.3k,3220
3208,Slovenia,2001,SVN,30.17591047,8.25,27.1k,3380
3209,Slovenia,2002,SVN,27.83888542,8.32,28k,3420
3210,Slovenia,2003,SVN,31.85479301,8.2,28.8k,3460
3211,Slovenia,2004,SVN,40.81,8.37,30k,3570
3212,Slovenia,2005,SVN,46.81,8.5,31.1k,3650
3213,Slovenia,2006,SVN,54.01,8.57,32.8k,3650
3214,Slovenia,2007,SVN,56.74,8.59,34.9k,3630
3215,Slovenia,2008,SVN,58.0,9.01,36.1k,3840
3216,Slovenia,2009,SVN,64.0,8.03,33.1k,3500
3217,Slovenia,2010,SVN,70.0,8.02,33.4k,3580
3218,Slovenia,2011,SVN,67.33999481,7.98,33.6k,3570
3219,Slovenia,2012,SVN,68.34997453,7.69,32.6k,3420
3220,Slovenia,2013,SVN,72.6756,7.36,32.2k,3330
3221,Slovenia,2014,SVN,71.59,6.55,33.1k,3240
3222,Slovenia,2015,SVN,73.09865997,6.58,33.8k,3170
3223,Solomon Islands,1990,SLB,0.0,0.47,2320,171
3224,Solomon Islands,1991,SLB,0.0,0.457,2390,
3225,Solomon Islands,1992,SLB,0.0,0.433,2620,
3226,Solomon Islands,1993,SLB,0.0,0.421,2650,
3227,Solomon Islands,1994,SLB,0.0,0.399,2780,
3228,Solomon Islands,1995,SLB,0.02487191,0.398,2980,
3229,Solomon Islands,1996,SLB,0.268683585,0.387,2940,
3230,Solomon Islands,1997,SLB,0.391923246,0.376,2830,
3231,Solomon Islands,1998,SLB,0.508292797,0.366,2790,
3232,Solomon Islands,1999,SLB,0.494541498,0.384,2700,
3233,Solomon Islands,2000,SLB,0.481296806,0.373,2250,
3234,Solomon Islands,2001,SLB,0.468551964,0.372,2020,
3235,Solomon Islands,2002,SLB,0.501919843,0.362,1910,
3236,Solomon Islands,2003,SLB,0.555609882,0.361,1980,
3237,Solomon Islands,2004,SLB,0.649672673,0.352,2060,126
3238,Solomon Islands,2005,SLB,0.844307573,0.343,2120,123
3239,Solomon Islands,2006,SLB,1.646347989,0.343,2180,123
3240,Solomon Islands,2007,SLB,2.0,0.365,2220,130
3241,Solomon Islands,2008,SLB,3.0,0.357,2300,
3242,Solomon Islands,2009,SLB,4.0,0.349,2300,
3243,Solomon Islands,2010,SLB,5.0,0.354,2440,
3244,Solomon Islands,2011,SLB,6.0,0.339,2550,
3245,Solomon Islands,2012,SLB,6.9974,0.33,2530,
3246,Solomon Islands,2013,SLB,8.0,0.34,2590,
3247,Solomon Islands,2014,SLB,9.0,0.331,2550,
3248,Solomon Islands,2015,SLB,10.00046498,0.316,2520,
3249,South Africa,1990,ZAF,0.0,8.51,11.3k,2470
3250,South Africa,1991,ZAF,0.013283591,8.65,10.9k,2520
3251,South Africa,1992,ZAF,0.038869106,7.8,10.4k,2290
3252,South Africa,1993,ZAF,0.113747184,8.1,10.3k,2400
3253,South Africa,1994,ZAF,0.246905533,8.36,10.3k,2420
3254,South Africa,1995,ZAF,0.676740104,8.74,10.4k,2500
3255,South Africa,1996,ZAF,0.841882931,8.62,10.7k,2500
3256,South Africa,1997,ZAF,1.632093791,8.98,10.8k,2530
3257,South Africa,1998,ZAF,2.906220867,8.64,10.6k,2470
3258,South Africa,1999,ZAF,4.116249583,8.46,10.7k,2460
3259,South Africa,2000,ZAF,5.348559732,8.42,11k,2420
3260,South Africa,2001,ZAF,6.346619318,8.16,11.2k,2460
3261,South Africa,2002,ZAF,6.710322437,7.73,11.4k,2380
3262,South Africa,2003,ZAF,7.007691726,8.66,11.6k,2520
3263,South Africa,2004,ZAF,8.425118683,9.5,12k,2720
3264,South Africa,2005,ZAF,7.48854253,8.69,12.5k,2680
3265,South Africa,2006,ZAF,7.607139675,9.22,13k,2630
3266,South Africa,2007,ZAF,8.065375174,9.47,13.6k,2780
3267,South Africa,2008,ZAF,8.43,9.94,13.8k,2950
3268,South Africa,2009,ZAF,10.0,9.96,13.4k,2850
3269,South Africa,2010,ZAF,24.0,9.16,13.6k,2770
3270,South Africa,2011,ZAF,33.97,9.16,13.8k,2720
3271,South Africa,2012,ZAF,41.0,8.77,13.9k,2640
3272,South Africa,2013,ZAF,46.5,8.53,14.1k,2600
3273,South Africa,2014,ZAF,49.0,8.86,14k,2700
3274,South Africa,2015,ZAF,51.91911572,8.35,14k,
3275,South Korea,1990,KOR,0.023265092,5.77,12.7k,2170
3276,South Korea,1991,KOR,0.046124435,6.05,13.9k,2310
3277,South Korea,1992,KOR,0.098404337,6.44,14.6k,2530
3278,South Korea,1993,KOR,0.249946523,7.27,15.4k,2810
3279,South Korea,1994,KOR,0.311359364,7.69,16.7k,2960
3280,South Korea,1995,KOR,0.81968667,8.26,18.1k,3210
3281,South Korea,1996,KOR,1.624237192,8.78,19.4k,3450
3282,South Korea,1997,KOR,3.600801564,9.27,20.4k,3730
3283,South Korea,1998,KOR,6.781815468,7.8,19.2k,3380
3284,South Korea,1999,KOR,23.55219445,8.48,21.2k,3710
3285,South Korea,2000,KOR,44.7,9.41,23k,4000
3286,South Korea,2001,KOR,56.6,9.41,23.9k,4030
3287,South Korea,2002,KOR,59.4,9.67,25.6k,4170
3288,South Korea,2003,KOR,65.5,9.59,26.3k,4230
3289,South Korea,2004,KOR,72.7,9.88,27.5k,4330
3290,South Korea,2005,KOR,73.5,9.44,28.6k,4360
3291,South Korea,2006,KOR,78.1,9.53,30k,4410
3292,South Korea,2007,KOR,78.8,10.1,31.6k,4560
3293,South Korea,2008,KOR,81.0,10.3,32.3k,4630
3294,South Korea,2009,KOR,81.6,10.3,32.4k,4650
3295,South Korea,2010,KOR,83.7,11.4,34.4k,5050
3296,South Korea,2011,KOR,83.75912015,11.8,35.4k,5220
3297,South Korea,2012,KOR,84.07,11.7,36k,5250
3298,South Korea,2013,KOR,84.77,11.8,37k,5230
3299,South Korea,2014,KOR,87.55682649,11.6,38k,5290
3300,South Korea,2015,KOR,89.8962558,11.7,38.8k,5410
3301,South Sudan,2013,SSD,3.829969245,0.14,2430,65.4
3302,South Sudan,2014,SSD,4.51615373,0.146,2460,66.3
3303,South Sudan,2015,SSD,5.5,0.181,2160,
3304,Spain,1990,ESP,0.012873564,5.9,27.5k,2320
3305,Spain,1991,ESP,0.025686194,6.13,28.2k,2400
3306,Spain,1992,ESP,0.076845453,6.33,28.3k,2430
3307,Spain,1993,ESP,0.127689668,6.1,27.9k,2320
3308,Spain,1994,ESP,0.280069738,6.4,28.4k,2440
3309,Spain,1995,ESP,0.380800728,6.72,29k,2540
3310,Spain,1996,ESP,1.331847404,6.39,29.7k,2490
3311,Spain,1997,ESP,2.803319625,6.68,30.7k,2630
3312,Spain,1998,ESP,4.361892394,6.86,31.9k,2760
3313,Spain,1999,ESP,7.085039678,7.4,33.2k,2880
3314,Spain,2000,ESP,13.62496081,7.62,34.8k,3000
3315,Spain,2001,ESP,18.14872269,7.57,35.9k,3060
3316,Spain,2002,ESP,20.39,7.95,36.3k,3110
3317,Spain,2003,ESP,39.93,7.91,36.8k,3160
3318,Spain,2004,ESP,44.01,8.17,37.3k,3240
3319,Spain,2005,ESP,47.88,8.37,38k,3250
3320,Spain,2006,ESP,50.37,8.04,38.9k,3190
3321,Spain,2007,ESP,55.11,8.09,39.5k,3180
3322,Spain,2008,ESP,59.6,7.29,39.2k,3030
3323,Spain,2009,ESP,62.4,6.37,37.4k,2760
3324,Spain,2010,ESP,65.8,6.04,37.3k,2740
3325,Spain,2011,ESP,67.08999939,6.04,36.9k,2690
3326,Spain,2012,ESP,69.80999994,5.93,35.8k,2680
3327,Spain,2013,ESP,71.635,5.37,35.4k,2510
3328,Spain,2014,ESP,76.19,5.45,36k,2460
3329,Spain,2015,ESP,78.68963187,5.81,37.4k,2570
3330,Sri Lanka,1990,LKA,0.0,0.221,3880,318
3331,Sri Lanka,1991,LKA,0.0,0.236,4010,319
3332,Sri Lanka,1992,LKA,0.0,0.288,4140,324
3333,Sri Lanka,1993,LKA,0.0,0.278,4380,338
3334,Sri Lanka,1994,LKA,0.002765448,0.301,4580,321
3335,Sri Lanka,1995,LKA,0.005484436,0.319,4790,329
3336,Sri Lanka,1996,LKA,0.054464499,0.38,4940,366
3337,Sri Lanka,1997,LKA,0.162464548,0.407,5230,377
3338,Sri Lanka,1998,LKA,0.296351104,0.417,5440,381
3339,Sri Lanka,1999,LKA,0.348414425,0.457,5650,405
3340,Sri Lanka,2000,LKA,0.647410011,0.54,5950,443
3341,Sri Lanka,2001,LKA,0.793821864,0.547,5820,426
3342,Sri Lanka,2002,LKA,1.050422706,0.575,6000,430
3343,Sri Lanka,2003,LKA,1.458580228,0.57,6300,452
3344,Sri Lanka,2004,LKA,1.44615998,0.627,6590,454
3345,Sri Lanka,2005,LKA,1.792046794,0.611,6940,461
3346,Sri Lanka,2006,LKA,2.537566129,0.599,7420,461
3347,Sri Lanka,2007,LKA,3.88,0.613,7870,467
3348,Sri Lanka,2008,LKA,5.8,0.6,8270,456
3349,Sri Lanka,2009,LKA,8.78,0.644,8510,450
3350,Sri Lanka,2010,LKA,12.0,0.645,9130,481
3351,Sri Lanka,2011,LKA,15.0,0.73,9830,513
3352,Sri Lanka,2012,LKA,18.2854,0.77,10.7k,551
3353,Sri Lanka,2013,LKA,21.9,0.711,11k,487
3354,Sri Lanka,2014,LKA,25.8,0.852,11.4k,516
3355,Sri Lanka,2015,LKA,12.1,0.949,11.9k,
3356,Sudan,1990,SDN,0.0,0.237,2970,528
3357,Sudan,1991,SDN,0.0,0.214,3120,508
3358,Sudan,1992,SDN,0.0,0.184,3240,489
3359,Sudan,1993,SDN,0.0,0.122,3300,457
3360,Sudan,1994,SDN,0.0,0.162,3240,511
3361,Sudan,1995,SDN,0.0,0.162,3350,497
3362,Sudan,1996,SDN,0.0,0.163,3450,495
3363,Sudan,1997,SDN,0.001231819,0.194,3720,493
3364,Sudan,1998,SDN,0.004805071,0.165,3770,487
3365,Sudan,1999,SDN,0.008794581,0.175,3780,529
3366,Sudan,2000,SDN,0.025785032,0.185,3910,488
3367,Sudan,2001,SDN,0.140185224,0.208,4050,498
3368,Sudan,2002,SDN,0.439477639,0.259,4180,527
3369,Sudan,2003,SDN,0.538471703,0.281,4320,499
3370,Sudan,2004,SDN,0.791561615,0.347,4420,487
3371,Sudan,2005,SDN,1.292040678,0.324,4540,484
3372,Sudan,2007,SDN,8.66,0.399,4830,481
3373,Sudan,2010,SDN,16.7,0.417,4680,484
3374,Sudan,2011,SDN,17.46,0.396,4960,471
3375,Sudan,2012,SDN,21.0,0.393,4580,396
3376,Sudan,2013,SDN,22.7,0.407,4560,395
3377,Sudan,2014,SDN,24.64,0.407,4650,395
3378,Sudan,2015,SDN,26.61,0.499,4630,
3379,Suriname,1990,SUR,0.0,4.29,13.9k,
3380,Suriname,1991,SUR,0.0,4.9,14k,
3381,Suriname,1992,SUR,0.0,4.83,13.8k,
3382,Suriname,1993,SUR,0.0,4.77,12.6k,
3383,Suriname,1994,SUR,0.0,4.7,12.9k,
3384,Suriname,1995,SUR,0.114720735,4.67,12.7k,
3385,Suriname,1996,SUR,0.226306297,4.65,12.6k,
3386,Suriname,1997,SUR,1.003086936,4.64,13.2k,
3387,Suriname,1998,SUR,1.670148436,4.58,13.3k,
3388,Suriname,1999,SUR,1.891871357,4.56,13k,
3389,Suriname,2000,SUR,2.506411052,4.66,13.1k,1340
3390,Suriname,2001,SUR,3.064448389,4.96,13.5k,1420
3391,Suriname,2002,SUR,4.161568745,3.24,13.7k,979
3392,Suriname,2003,SUR,4.719875395,3.16,14.4k,1030
3393,Suriname,2004,SUR,6.076047814,3.16,15.4k,1120
3394,Suriname,2005,SUR,6.403086288,3.18,15.9k,1270
3395,Suriname,2006,SUR,9.499626942,3.44,16.6k,1190
3396,Suriname,2007,SUR,14.11,3.44,17.3k,1110
3397,Suriname,2008,SUR,21.06,3.75,17.8k,1160
3398,Suriname,2009,SUR,31.36,3.82,18.1k,1150
3399,Suriname,2010,SUR,31.59,4.53,18.8k,1360
3400,Suriname,2011,SUR,32.0,3.36,19.7k,1310
3401,Suriname,2012,SUR,34.6812,4.16,20k,1440
3402,Suriname,2013,SUR,37.4,3.83,20.4k,1260
3403,Suriname,2014,SUR,40.08,4.03,20.2k,1250
3404,Suriname,2015,SUR,42.76382778,3.06,19.3k,
3405,Sweden,1990,SWE,0.584192066,6.71,34.2k,5510
3406,Sweden,1991,SWE,1.160519453,6.69,33.5k,5650
3407,Sweden,1992,SWE,1.497871352,6.61,33k,5370
3408,Sweden,1993,SWE,1.716364182,6.56,32.1k,5330
3409,Sweden,1994,SWE,3.412810096,6.8,33.1k,5660
3410,Sweden,1995,SWE,5.098024244,6.7,34.2k,5700
3411,Sweden,1996,SWE,9.04359976,7.13,34.7k,5830
3412,Sweden,1997,SWE,23.72794756,6.55,35.8k,5670
3413,Sweden,1998,SWE,33.46751233,6.62,37.3k,5770
3414,Sweden,1999,SWE,41.43278316,6.3,38.8k,5660
3415,Sweden,2000,SWE,45.68765221,6.16,40.6k,5360
3416,Sweden,2001,SWE,51.76566494,6.26,41.1k,5680
3417,Sweden,2002,SWE,70.57,6.35,41.9k,5800
3418,Sweden,2003,SWE,79.13,6.39,42.7k,5650
3419,Sweden,2004,SWE,83.89,6.28,44.4k,5850
3420,Sweden,2005,SWE,84.83,5.96,45.4k,5710
3421,Sweden,2006,SWE,87.76,5.9,47.3k,5530
3422,Sweden,2007,SWE,82.01,5.76,48.6k,5470
3423,Sweden,2008,SWE,90.0,5.49,48k,5380
3424,Sweden,2009,SWE,91.0,5.06,45.5k,4880
3425,Sweden,2010,SWE,90.0,5.63,47.8k,5430
3426,Sweden,2011,SWE,92.76998606,5.17,48.9k,5270
3427,Sweden,2012,SWE,93.17998801,4.86,48.3k,5270
3428,Sweden,2013,SWE,94.7836,4.66,48.5k,5150
3429,Sweden,2014,SWE,92.52,4.46,49.3k,4970
3430,Sweden,2015,SWE,90.61019664,4.41,50.9k,5100
3431,Switzerland,1990,CHE,0.595714223,6.64,56.3k,3630
3432,Switzerland,1991,CHE,1.17995597,6.87,55.1k,3640
3433,Switzerland,1992,CHE,1.751713322,6.78,54.5k,3610
3434,Switzerland,1993,CHE,2.167270203,6.35,53.9k,3490
3435,Switzerland,1994,CHE,2.720004329,6.16,54.2k,3490
3436,Switzerland,1995,CHE,3.552007211,6.21,54.1k,3420
3437,Switzerland,1996,CHE,4.549656748,6.27,54.1k,3470
3438,Switzerland,1997,CHE,15.1,6.09,55.2k,3530
3439,Switzerland,1998,CHE,24.8,6.3,56.7k,3560
3440,Switzerland,1999,CHE,34.0,6.25,57.4k,3550
3441,Switzerland,2000,CHE,47.1,6.11,59.4k,3480
3442,Switzerland,2001,CHE,55.1,6.28,59.9k,3670
3443,Switzerland,2002,CHE,61.4,6.02,59.5k,3550
3444,Switzerland,2003,CHE,65.1,6.15,59k,3540
3445,Switzerland,2004,CHE,67.8,6.18,60.3k,3530
3446,Switzerland,2005,CHE,70.1,6.2,61.6k,3490
3447,Switzerland,2006,CHE,75.7,6.09,63.7k,3620
3448,Switzerland,2007,CHE,77.2,5.76,65.6k,3410
3449,Switzerland,2008,CHE,79.2,5.87,66.6k,3500
3450,Switzerland,2009,CHE,81.3,5.65,64.4k,3480
3451,Switzerland,2010,CHE,83.9,5.77,65.8k,3350
3452,Switzerland,2011,CHE,85.19302818,5.19,66.3k,3210
3453,Switzerland,2012,CHE,85.2,5.28,66.4k,3200
3454,Switzerland,2013,CHE,86.34,5.33,66.9k,3300
3455,Switzerland,2014,CHE,87.4,4.78,67.7k,3060
3456,Switzerland,2015,CHE,87.4790556,4.67,68k,2960
3457,Syria,1990,SYR,0.0,2.98,10.6k,841
3458,Syria,1991,SYR,0.0,3.3,11k,890
3459,Syria,1992,SYR,0.0,3.23,11.6k,827
3460,Syria,1993,SYR,0.0,3.34,11.7k,808
3461,Syria,1994,SYR,0.0,3.31,11.6k,820
3462,Syria,1995,SYR,0.0,2.87,11.5k,843
3463,Syria,1996,SYR,0.0,2.87,11.1k,866
3464,Syria,1997,SYR,0.032607814,2.99,10.3k,914
3465,Syria,1998,SYR,0.063687286,3.19,10.2k,991
3466,Syria,1999,SYR,0.124295462,3.24,9250,961
3467,Syria,2000,SYR,0.18169858,3.08,8910,941
3468,Syria,2001,SYR,0.35375913,2.87,8730,945
3469,Syria,2002,SYR,2.093101019,2.25,8750,963
3470,Syria,2003,SYR,3.397972614,3.08,8120,950
3471,Syria,2004,SYR,4.321593778,2.83,8200,970
3472,Syria,2005,SYR,5.648106049,2.72,8180,1130
3473,Syria,2006,SYR,7.832551569,2.77,8020,1130
3474,Syria,2007,SYR,11.5,3.31,7880,1140
3475,Syria,2008,SYR,14.0,3.24,7670,1120
3476,Syria,2009,SYR,17.3,2.91,7660,1010
3477,Syria,2010,SYR,20.7,2.84,7580,1010
3478,Syria,2011,SYR,22.5,2.67,6950,944
3479,Syria,2012,SYR,24.3001,2.14,5610,726
3480,Syria,2013,SYR,26.2,1.83,4790,594
3481,Syria,2014,SYR,28.09,1.61,4110,577
3482,Syria,2015,SYR,29.97979724,1.59,3540,
3483,Tajikistan,1990,TJK,0.0,1.92,4090,1000
3484,Tajikistan,1991,TJK,0.0,1.69,3720,939
3485,Tajikistan,1992,TJK,0.0,1.33,2590,753
3486,Tajikistan,1993,TJK,0.0,0.924,2130,580
3487,Tajikistan,1994,TJK,0.0,0.414,1650,438
3488,Tajikistan,1995,TJK,0.0,0.424,1430,386
3489,Tajikistan,1999,TJK,0.032791858,0.411,1240,366
3490,Tajikistan,2000,TJK,0.048599595,0.359,1330,346
3491,Tajikistan,2001,TJK,0.051259133,0.362,1430,336
3492,Tajikistan,2002,TJK,0.055462827,0.292,1560,331
3493,Tajikistan,2003,TJK,0.064583777,0.316,1700,331
3494,Tajikistan,2004,TJK,0.077479907,0.383,1840,352
3495,Tajikistan,2005,TJK,0.298690024,0.357,1920,345
3496,Tajikistan,2006,TJK,3.772406207,0.381,2020,349
3497,Tajikistan,2007,TJK,7.197619518,0.454,2130,365
3498,Tajikistan,2008,TJK,8.78,0.4,2260,340
3499,Tajikistan,2009,TJK,10.07,0.33,2290,290
3500,Tajikistan,2010,TJK,11.55,0.334,2390,289
