,Entity,Year_internet,Code,internet_usage,co2_tonnes_per_person,income_per_person,energy_per_person
0,Albania,1990,ALB,0.0,1.68,4830,813
1,Albania,1991,ALB,0.0,1.31,3500,573
2,Albania,1992,ALB,0.0,0.775,3270,418
3,Albania,1993,ALB,0.0,0.731,3600,412
4,Albania,1994,ALB,0.0,0.612,3920,441
5,Albania,1995,ALB,0.011168695,0.67,4470,417
6,Albania,1996,ALB,0.032196828,0.651,4910,448
7,Albania,1997,ALB,0.048593919,0.498,4400,385
8,Albania,1998,ALB,0.06502737,0.563,4820,427
9,Albania,1999,ALB,0.081437045,0.956,5480,576
10,Albania,2000,ALB,0.114097347,0.966,5890,580
11,Albania,2001,ALB,0.325798377,1.03,6440,597
12,Albania,2002,ALB,0.390081273,1.2,6750,660
13,Albania,2003,ALB,0.971900415,1.38,7150,648
14,Albania,2004,ALB,2.420387798,1.34,7580,715
15,Albania,2005,ALB,6.043890864,1.38,8040,720
16,Albania,2006,ALB,9.609991316,1.27,8570,707
17,Albania,2007,ALB,15.03611541,1.29,9150,680
18,Albania,2008,ALB,23.86,1.46,9910,711
19,Albania,2009,ALB,41.2,1.47,10.3k,732
20,Albania,2010,ALB,45.0,1.56,10.7k,729
21,Albania,2011,ALB,49.0,1.79,11.1k,765
22,Albania,2012,ALB,54.65595904,1.69,11.2k,688
23,Albania,2013,ALB,57.2,1.69,11.4k,801
24,Albania,2014,ALB,60.1,1.9,11.6k,808
25,Albania,2015,ALB,63.2529327,1.6,11.9k,
26,Algeria,1990,DZA,0.0,2.98,8750,861
27,Algeria,1991,DZA,0.0,2.99,8430,889
28,Algeria,1992,DZA,0.0,2.96,8380,889
29,Algeria,1993,DZA,0.0,2.97,8030,872
30,Algeria,1994,DZA,0.000360674,3.06,7790,824
31,Algeria,1995,DZA,0.001768954,3.31,7940,843
32,Algeria,1996,DZA,0.001738533,3.31,8120,802
33,Algeria,1997,DZA,0.010268463,2.93,8080,809
34,Algeria,1998,DZA,0.020238555,3.53,8360,825
35,Algeria,1999,DZA,0.199523843,3.0,8510,868
36,Algeria,2000,DZA,0.491705679,2.82,8710,870
37,Algeria,2001,DZA,0.646114017,2.67,8860,860
38,Algeria,2002,DZA,1.59164126,2.81,9230,908
39,Algeria,2003,DZA,2.195359731,2.82,9770,953
40,Algeria,2004,DZA,4.634475088,2.69,10.1k,952
41,Algeria,2005,DZA,5.843942092,3.21,10.5k,978
42,Algeria,2006,DZA,7.375984956,2.98,10.5k,1030
43,Algeria,2007,DZA,9.451190626,3.18,10.7k,1080
44,Algeria,2008,DZA,10.18,3.14,10.8k,1070
45,Algeria,2009,DZA,11.23,3.4,10.8k,1150
46,Algeria,2010,DZA,12.5,3.28,11k,1110
47,Algeria,2011,DZA,14.9,3.27,11.1k,1140
48,Algeria,2012,DZA,18.2,3.43,11.2k,1230
49,Algeria,2013,DZA,22.5,3.48,11.3k,1250
50,Algeria,2014,DZA,29.5,3.68,11.5k,1330
51,Algeria,2015,DZA,38.2,3.8,11.7k,
52,Angola,1990,AGO,0.0,0.43,1610,497
53,Angola,1991,AGO,0.0,0.414,1670,492
54,Angola,1992,AGO,0.0,0.408,1620,479
55,Angola,1993,AGO,0.0,0.44,1260,480
56,Angola,1994,AGO,0.0,0.286,1300,471
57,Angola,1995,AGO,0.0,0.786,1530,456
58,Angola,1996,AGO,0.000775929,0.725,1780,454
59,Angola,1997,AGO,0.005673746,0.494,1960,449
60,Angola,1998,AGO,0.018453724,0.474,2110,434
61,Angola,1999,AGO,0.071964087,0.576,2210,441
62,Angola,2000,AGO,0.105045562,0.581,2340,439
63,Angola,2001,AGO,0.136013867,0.571,2510,443
64,Angola,2002,AGO,0.270376746,0.72,2930,448
65,Angola,2003,AGO,0.370682065,0.496,3150,468
66,Angola,2004,AGO,0.464814618,0.998,3560,465
67,Angola,2005,AGO,1.143366827,0.979,4310,434
68,Angola,2006,AGO,1.5,1.1,5610,459
69,Angola,2007,AGO,1.7,1.2,6960,472
70,Angola,2008,AGO,1.9,1.18,7850,492
71,Angola,2009,AGO,2.3,1.23,7760,515
72,Angola,2010,AGO,2.8,1.24,7690,521
73,Angola,2011,AGO,3.1,1.25,7680,522
74,Angola,2012,AGO,6.5,1.35,8040,552
75,Angola,2013,AGO,8.9,1.28,8140,534
76,Angola,2014,AGO,21.4,1.64,8240,545
77,Angola,2015,AGO,12.4,1.22,8040,
78,Antigua and Barbuda,1990,ATG,0.0,4.52,15.5k,1580
79,Antigua and Barbuda,1991,ATG,0.0,4.22,15.6k,
80,Antigua and Barbuda,1992,ATG,0.0,4.1,15.5k,
81,Antigua and Barbuda,1993,ATG,0.0,4.13,16k,
82,Antigua and Barbuda,1994,ATG,0.0,3.98,16.7k,
83,Antigua and Barbuda,1995,ATG,2.200768802,4.0,15.6k,
84,Antigua and Barbuda,1996,ATG,2.858449577,4.18,16.3k,
85,Antigua and Barbuda,1997,ATG,3.480536838,4.3,16.8k,
86,Antigua and Barbuda,1998,ATG,4.0717165,4.36,17.3k,
87,Antigua and Barbuda,1999,ATG,5.300681138,4.42,17.6k,
88,Antigua and Barbuda,2000,ATG,6.482225737,4.54,18.3k,
89,Antigua and Barbuda,2001,ATG,8.899285515,4.51,17.2k,
90,Antigua and Barbuda,2002,ATG,12.5,4.73,17.1k,
91,Antigua and Barbuda,2003,ATG,17.22864878,5.09,18k,
92,Antigua and Barbuda,2004,ATG,24.26654372,5.25,18.7k,1680
93,Antigua and Barbuda,2005,ATG,27.0,5.27,19.7k,1680
94,Antigua and Barbuda,2006,ATG,30.0,5.36,21.8k,1730
95,Antigua and Barbuda,2007,ATG,34.0,5.59,23.5k,1740
96,Antigua and Barbuda,2008,ATG,38.0,5.63,23.1k,
97,Antigua and Barbuda,2009,ATG,42.0,5.88,20k,
98,Antigua and Barbuda,2010,ATG,47.0,5.96,18.2k,
99,Antigua and Barbuda,2011,ATG,52.0,5.75,17.6k,
100,Antigua and Barbuda,2012,ATG,58.0,5.8,18k,
101,Antigua and Barbuda,2013,ATG,63.4,5.73,17.6k,
102,Antigua and Barbuda,2014,ATG,67.78,5.7,18.1k,
103,Antigua and Barbuda,2015,ATG,70.0,5.84,18.6k,
104,Argentina,1990,ARG,0.0,3.43,14.1k,1410
105,Argentina,1991,ARG,0.0,3.54,15.2k,1440
106,Argentina,1992,ARG,0.002992874,3.61,16.2k,1490
107,Argentina,1993,ARG,0.029527065,3.46,17.3k,1470
108,Argentina,1994,ARG,0.043705951,3.55,18.1k,1550
109,Argentina,1995,ARG,0.086277081,3.67,17.4k,1550
110,Argentina,1996,ARG,0.141954704,3.82,18.1k,1590
111,Argentina,1997,ARG,0.280339882,3.86,19.3k,1620
112,Argentina,1998,ARG,0.83076668,3.87,19.9k,1660
113,Argentina,1999,ARG,3.284481956,4.02,19k,1670
114,Argentina,2000,ARG,7.038683086,3.85,18.6k,1670
115,Argentina,2001,ARG,9.780807285,3.58,17.6k,1570
116,Argentina,2002,ARG,10.88212438,3.3,15.5k,1510
117,Argentina,2003,ARG,11.91369655,3.54,16.7k,1600
118,Argentina,2004,ARG,16.03668411,4.08,18k,1730
119,Argentina,2005,ARG,17.72058337,4.15,19.4k,1720
120,Argentina,2006,ARG,20.9272021,4.45,20.8k,1850
121,Argentina,2007,ARG,25.94663294,4.39,22.4k,1860
122,Argentina,2008,ARG,28.11262348,4.7,23.1k,1940
123,Argentina,2009,ARG,34.0,4.42,21.5k,1870
124,Argentina,2010,ARG,45.0,4.57,23.5k,1930
125,Argentina,2011,ARG,51.0,4.61,24.6k,1950
126,Argentina,2012,ARG,55.8,4.6,24.1k,1940
127,Argentina,2013,ARG,59.9,4.56,24.4k,1970
128,Argentina,2014,ARG,64.7,4.56,23.6k,2030
129,Argentina,2015,ARG,68.04306411,4.64,23.9k,
130,Armenia,1990,ARM,0.0,5.12,5180,2180
131,Armenia,1991,ARM,0.0,5.37,4620,2320
132,Armenia,1992,ARM,0.0,1.7,2740,1200
133,Armenia,1993,ARM,0.0,0.766,2550,652
134,Armenia,1994,ARM,0.009117014,0.827,2760,420
135,Armenia,1995,ARM,0.052743123,1.07,3010,511
136,Armenia,1996,ARM,0.094572902,0.819,3230,562
137,Armenia,1997,ARM,0.111650935,1.04,3380,594
138,Armenia,1998,ARM,0.128659478,1.09,3650,610
139,Armenia,1999,ARM,0.970737757,0.988,3800,594
140,Armenia,2000,ARM,1.300470022,1.14,4050,656
141,Armenia,2001,ARM,1.631094667,1.16,4460,657
142,Armenia,2002,ARM,1.960405046,1.01,5080,618
143,Armenia,2003,ARM,4.575217225,1.15,5820,656
144,Armenia,2004,ARM,4.899008571,1.23,6470,698
145,Armenia,2005,ARM,5.252983352,1.47,7420,843
146,Armenia,2006,ARM,5.631787777,1.49,8460,865
147,Armenia,2007,ARM,6.021253397,1.74,9710,973
148,Armenia,2008,ARM,6.21,1.92,10.5k,1030
149,Armenia,2009,ARM,15.3,1.51,9050,904
150,Armenia,2010,ARM,25.0,1.48,9290,863
151,Armenia,2011,ARM,32.0,1.73,9730,944
152,Armenia,2012,ARM,37.5,1.99,10.4k,1030
153,Armenia,2013,ARM,41.9,1.91,10.7k,1000
154,Armenia,2014,ARM,54.62280586,1.91,11k,1020
155,Armenia,2015,ARM,59.10083377,1.65,11.3k,
156,Australia,1990,AUS,0.585094712,16.4,31k,5060
157,Australia,1991,AUS,1.097203891,16.3,30.5k,4930
158,Australia,1992,AUS,1.768764913,16.4,30.3k,4960
159,Australia,1993,AUS,1.974611016,16.4,31.2k,5150
160,Australia,1994,AUS,2.232101254,16.5,32.1k,5090
161,Australia,1995,AUS,2.759654513,17.0,32.9k,5130
162,Australia,1996,AUS,3.27524987,17.2,33.7k,5390
163,Australia,1997,AUS,16.36935838,17.5,34.7k,5470
164,Australia,1998,AUS,30.81323944,18.0,35.9k,5550
165,Australia,1999,AUS,40.7837839,18.3,37.2k,5610
166,Australia,2000,AUS,46.75611561,18.5,38.2k,5640
167,Australia,2001,AUS,52.68926643,18.6,38.5k,5450
168,Australia,2005,AUS,63.0,19.2,42.2k,5560
169,Australia,2006,AUS,66.0,19.1,42.7k,5710
170,Australia,2007,AUS,69.45,19.2,44.1k,5870
171,Australia,2008,AUS,71.67,19.0,44.7k,5960
172,Australia,2009,AUS,74.25,18.8,44.6k,5860
173,Australia,2010,AUS,76.0,18.4,44.9k,5790
174,Australia,2011,AUS,79.48769771,18.0,45.4k,5750
175,Australia,2012,AUS,79.0,17.8,46.4k,5580
176,Australia,2013,AUS,83.45349717,17.1,46.7k,5470
177,Australia,2014,AUS,84.0,16.7,47.2k,5330
178,Australia,2015,AUS,84.56051491,16.8,47.6k,5480
179,Austria,1990,AUT,0.130369377,8.08,37.5k,3240
180,Austria,1991,AUT,0.259081553,8.49,38.4k,3420
181,Austria,1992,AUT,0.642817619,7.72,38.8k,3250
182,Austria,1993,AUT,0.76534273,7.71,38.7k,3260
183,Austria,1994,AUT,1.393422968,7.71,39.4k,3230
184,Austria,1995,AUT,1.890210524,8.05,40.4k,3370
185,Austria,1996,AUT,6.909162353,8.45,41.3k,3580
186,Austria,1997,AUT,9.533974317,8.41,42.1k,3550
187,Austria,1998,AUT,15.42121932,8.35,43.6k,3610
188,Austria,1999,AUT,23.0443171,8.17,45.1k,3590
189,Austria,2000,AUT,33.73013295,8.22,46.5k,3570
190,Austria,2001,AUT,39.18545018,8.69,46.9k,3760
191,Austria,2002,AUT,36.56,8.87,47.4k,3770
192,Austria,2003,AUT,42.7,9.52,47.6k,3970
193,Austria,2004,AUT,54.28,9.49,48.6k,4010
194,Austria,2005,AUT,58.0,9.63,49.4k,4090
195,Austria,2006,AUT,63.6,9.31,50.8k,4080
196,Austria,2007,AUT,69.37,8.96,52.6k,4020
197,Austria,2008,AUT,72.87,8.85,53.2k,4030
198,Austria,2009,AUT,73.45,8.1,51k,3800
199,Austria,2010,AUT,75.17,8.6,51.8k,4050
200,Austria,2011,AUT,78.7399931,8.3,53.2k,3920
201,Austria,2012,AUT,80.02999392,7.95,53.3k,3890
202,Austria,2013,AUT,80.6188,7.97,53k,3920
203,Austria,2014,AUT,80.99582496,7.49,52.9k,3760
204,Austria,2015,AUT,83.94014193,7.7,52.9k,3800
205,Azerbaijan,1990,AZE,0.0,7.14,7620,3160
206,Azerbaijan,1991,AZE,0.0,6.93,7460,3090
207,Azerbaijan,1992,AZE,0.0,7.52,5690,2460
208,Azerbaijan,1993,AZE,0.0,6.39,4310,2180
209,Azerbaijan,1994,AZE,0.001431415,5.46,3420,1950
210,Azerbaijan,1995,AZE,0.002055556,4.29,2980,1810
211,Azerbaijan,1996,AZE,0.006354585,3.98,2990,1510
212,Azerbaijan,1997,AZE,0.025187933,3.76,3130,1440
213,Azerbaijan,1998,AZE,0.037485109,3.97,3410,1490
214,Azerbaijan,1999,AZE,0.099228942,3.55,3630,1370
215,Azerbaijan,2000,AZE,0.147757576,3.64,4000,1400
216,Azerbaijan,2001,AZE,0.305564638,3.52,4360,1410
217,Azerbaijan,2002,AZE,4.999713678,3.58,4740,1410
218,Azerbaijan,2005,AZE,8.030375356,4.02,7110,1600
219,Azerbaijan,2006,AZE,11.99217733,4.54,9450,1560
220,Azerbaijan,2007,AZE,14.54,3.49,11.7k,1410
221,Azerbaijan,2008,AZE,17.08,4.02,12.7k,1520
222,Azerbaijan,2009,AZE,27.4,3.57,13.6k,1330
223,Azerbaijan,2010,AZE,46.0,3.39,14.1k,1280
224,Azerbaijan,2011,AZE,50.0,3.61,13.9k,1370
225,Azerbaijan,2012,AZE,54.2,3.79,14k,1470
226,Azerbaijan,2013,AZE,73.00000137,3.74,14.7k,1470
227,Azerbaijan,2014,AZE,75.00001564,3.88,14.9k,1500
228,Azerbaijan,2015,AZE,77.0,3.86,14.9k,
229,Bahamas,1990,BHS,0.0,7.18,38.1k,2520
230,Bahamas,1991,BHS,0.0,7.07,35.9k,
231,Bahamas,1992,BHS,0.0,6.96,33.9k,
232,Bahamas,1993,BHS,0.0,6.49,33.3k,
233,Bahamas,1994,BHS,0.0,6.34,33.8k,
234,Bahamas,1995,BHS,0.960030721,6.22,34.7k,
235,Bahamas,1996,BHS,1.746950698,6.09,35.7k,
236,Bahamas,1997,BHS,1.362953903,5.32,37.7k,
237,Bahamas,1998,BHS,2.33559071,6.57,35.6k,
238,Bahamas,1999,BHS,3.764557822,6.65,39.5k,
239,Bahamas,2000,BHS,8.0,6.55,40.6k,
240,Bahamas,2001,BHS,11.8,6.18,41k,
241,Bahamas,2002,BHS,18.0,6.27,41.4k,
242,Bahamas,2003,BHS,20.0,6.28,40.2k,
243,Bahamas,2004,BHS,22.0,6.19,39.8k,2080
244,Bahamas,2005,BHS,25.0,5.63,40.4k,2140
245,Bahamas,2006,BHS,26.0,5.37,40.6k,2130
246,Bahamas,2007,BHS,27.0,5.33,40.5k,2100
247,Bahamas,2008,BHS,31.54,6.87,38.8k,
248,Bahamas,2009,BHS,33.88,4.59,36.5k,
249,Bahamas,2010,BHS,43.0,6.73,36.5k,
250,Bahamas,2011,BHS,65.0,5.01,36.3k,
251,Bahamas,2012,BHS,71.74820281,5.24,37k,
252,Bahamas,2013,BHS,72.0,7.82,35.3k,
253,Bahamas,2014,BHS,76.92,6.34,35.8k,
254,Bahamas,2015,BHS,78.0,5.39,36k,
255,Bahrain,1990,BHR,0.0,25.0,38.6k,10.6k
256,Bahrain,1991,BHR,0.0,23.3,41.8k,10.1k
257,Bahrain,1992,BHR,0.0,20.8,43.4k,10.8k
258,Bahrain,1993,BHR,0.0,27.3,47.8k,11.1k
259,Bahrain,1994,BHR,0.0,26.9,46.5k,11.6k
260,Bahrain,1995,BHR,0.346205844,26.3,47.2k,11.4k
261,Bahrain,1996,BHR,0.843254219,27.0,47.8k,11.1k
262,Bahrain,1997,BHR,1.646299202,29.1,48k,12.2k
263,Bahrain,1998,BHR,3.218202151,30.0,48.7k,12.4k
264,Bahrain,1999,BHR,4.720358118,28.3,49k,11.9k
265,Bahrain,2000,BHR,6.153732546,28.3,49.4k,12k
266,Bahrain,2001,BHR,15.03863425,20.2,48.2k,11.7k
267,Bahrain,2002,BHR,18.05072089,21.6,47.3k,11.5k
268,Bahrain,2003,BHR,21.55494499,21.6,47.5k,11.6k
269,Bahrain,2004,BHR,21.45868051,21.6,47.7k,10.9k
270,Bahrain,2005,BHR,21.30373351,22.3,47.5k,11.7k
271,Bahrain,2006,BHR,28.24395243,20.3,46.9k,11.6k
272,Bahrain,2007,BHR,32.91,25.9,47k,11.2k
273,Bahrain,2008,BHR,51.95,26.7,46.4k,11.3k
274,Bahrain,2009,BHR,53.0,23.7,44.8k,10.3k
275,Bahrain,2010,BHR,55.0,23.5,44.6k,10.2k
276,Bahrain,2011,BHR,76.9999665,22.4,44.2k,9910
277,Bahrain,2012,BHR,88.0,21.0,45k,9660
278,Bahrain,2013,BHR,90.0000397,23.7,46.9k,10.4k
279,Bahrain,2014,BHR,90.50313348,23.3,48.2k,10.6k
280,Bahrain,2015,BHR,93.4783008,23.8,48.1k,
281,Bangladesh,1990,BGD,0.0,0.137,1520,123
282,Bangladesh,1991,BGD,0.0,0.14,1540,119
283,Bangladesh,1992,BGD,0.0,0.143,1580,123
284,Bangladesh,1993,BGD,0.0,0.146,1620,127
285,Bangladesh,1994,BGD,0.0,0.156,1650,130
286,Bangladesh,1995,BGD,0.0,0.183,1700,138
287,Bangladesh,1997,BGD,0.000751046,0.193,1780,139
288,Bangladesh,1998,BGD,0.003684813,0.189,1830,142
289,Bangladesh,1999,BGD,0.036170407,0.2,1880,141
290,Bangladesh,2000,BGD,0.071039423,0.208,1940,143
291,Bangladesh,2001,BGD,0.129807974,0.239,2000,154
292,Bangladesh,2002,BGD,0.139920289,0.242,2040,154
293,Bangladesh,2003,BGD,0.163877665,0.248,2100,160
294,Bangladesh,2004,BGD,0.199036334,0.263,2170,160
295,Bangladesh,2005,BGD,0.241637326,0.271,2280,164
296,Bangladesh,2006,BGD,1.0,0.296,2400,173
297,Bangladesh,2007,BGD,1.8,0.299,2540,179
298,Bangladesh,2008,BGD,2.5,0.314,2660,186
299,Bangladesh,2009,BGD,3.1,0.337,2760,193
300,Bangladesh,2010,BGD,3.7,0.366,2880,207
301,Bangladesh,2011,BGD,4.5,0.379,3040,212
302,Bangladesh,2012,BGD,5.0,0.402,3200,220
303,Bangladesh,2013,BGD,6.63,0.405,3350,222
304,Bangladesh,2014,BGD,13.9,0.427,3510,229
305,Bangladesh,2015,BGD,14.4,0.467,3700,
306,Barbados,1990,BRB,0.0,4.1,14k,1230
307,Barbados,1991,BRB,0.0,4.59,13.4k,
308,Barbados,1992,BRB,0.0,3.71,12.6k,
309,Barbados,1993,BRB,0.0,4.17,12.6k,
310,Barbados,1994,BRB,0.0,2.8,12.8k,
311,Barbados,1995,BRB,0.007752238,3.03,13k,
312,Barbados,1996,BRB,0.389464214,3.09,13.5k,
313,Barbados,1997,BRB,0.783428912,3.32,14.1k,
314,Barbados,1998,BRB,1.970249237,4.09,14.5k,
315,Barbados,1999,BRB,2.376247035,4.3,14.5k,
316,Barbados,2000,BRB,3.973678355,4.24,15.1k,
317,Barbados,2001,BRB,11.93645034,4.36,14.7k,
318,Barbados,2002,BRB,27.83632242,4.39,14.8k,
319,Barbados,2003,BRB,39.68962712,4.54,15.1k,
320,Barbados,2004,BRB,49.8,4.62,15.2k,1360
321,Barbados,2005,BRB,52.5,4.78,15.8k,1410
322,Barbados,2006,BRB,55.3,4.84,16.6k,1430
323,Barbados,2007,BRB,58.2,4.89,16.9k,1440
324,Barbados,2008,BRB,61.4,5.76,16.9k,
325,Barbados,2009,BRB,64.7,5.69,16k,
326,Barbados,2010,BRB,65.1,5.19,15.6k,
327,Barbados,2011,BRB,66.5,5.36,15.4k,
328,Barbados,2012,BRB,71.2,5.15,15.3k,
329,Barbados,2013,BRB,71.8,5.06,15.1k,
330,Barbados,2014,BRB,75.16,4.37,15k,
331,Barbados,2015,BRB,76.11,4.36,15.4k,
332,Belarus,1990,BLR,0.0,10.3,8900,4470
333,Belarus,1991,BLR,0.0,9.56,8780,4350
334,Belarus,1992,BLR,0.0,8.87,7920,3620
335,Belarus,1993,BLR,0.0,7.66,7310,3080
336,Belarus,1994,BLR,0.000485951,6.37,6460,2620
337,Belarus,1995,BLR,0.002921254,5.76,5810,2430
338,Belarus,1996,BLR,0.029298294,5.9,5990,2500
339,Belarus,1997,BLR,0.049020891,6.25,6700,2510
340,Belarus,1998,BLR,0.073868897,5.96,7290,2470
341,Belarus,1999,BLR,0.494881245,5.75,7580,2410
342,Belarus,2000,BLR,1.860398126,5.62,8050,2460
343,Belarus,2001,BLR,4.300616022,5.67,8480,2490
344,Belarus,2002,BLR,8.950971315,5.72,8960,2550
345,Belarus,2006,BLR,16.2,6.82,13.2k,2970
346,Belarus,2007,BLR,19.7,6.78,14.4k,2920
347,Belarus,2008,BLR,23.0,7.03,15.9k,2930
348,Belarus,2009,BLR,27.43,6.57,16k,2790
349,Belarus,2010,BLR,31.8,6.79,17.3k,2900
350,Belarus,2011,BLR,39.64889566,6.68,18.3k,3100
351,Belarus,2012,BLR,46.91,6.77,18.6k,3230
352,Belarus,2013,BLR,54.17,6.85,18.8k,2890
353,Belarus,2014,BLR,59.02,6.77,19.1k,2940
354,Belarus,2015,BLR,62.23036091,6.29,18.4k,
355,Belgium,1990,BEL,0.00100674,12.1,35.5k,4810
356,Belgium,1991,BEL,0.020072645,12.3,36k,5010
357,Belgium,1992,BEL,0.100041027,12.2,36.4k,5040
358,Belgium,1993,BEL,0.199446059,12.0,35.9k,4900
359,Belgium,1994,BEL,0.69599469,12.3,37k,5190
360,Belgium,1995,BEL,0.99166299,12.4,37.8k,5270
361,Belgium,1996,BEL,2.968411647,12.7,38.2k,5540
362,Belgium,1997,BEL,4.93808091,12.1,39.6k,5520
363,Belgium,1998,BEL,7.886622701,12.7,40.3k,5600
364,Belgium,1999,BEL,13.77221446,12.2,41.6k,5610
365,Belgium,2000,BEL,29.43169169,12.3,43k,5670
366,Belgium,2001,BEL,31.28839551,12.2,43.3k,5630
367,Belgium,2002,BEL,46.33,12.2,43.9k,5390
368,Belgium,2003,BEL,49.97,12.3,44.2k,5590
369,Belgium,2004,BEL,53.86,12.3,45.5k,5590
370,Belgium,2005,BEL,55.82,11.9,46.3k,5560
371,Belgium,2006,BEL,59.72,11.7,47.2k,5470
372,Belgium,2007,BEL,64.44,11.3,48.6k,5340
373,Belgium,2008,BEL,66.0,11.2,48.4k,5450
374,Belgium,2009,BEL,70.0,9.93,47.1k,5200
375,Belgium,2010,BEL,75.0,10.4,48k,5540
376,Belgium,2011,BEL,81.609996,9.48,48.2k,5090
377,Belgium,2012,BEL,80.71999055,9.17,48.2k,4850
378,Belgium,2013,BEL,82.1702,9.11,48.2k,5000
379,Belgium,2014,BEL,85.0,8.55,48.7k,4710
380,Belgium,2015,BEL,85.05294175,8.84,49.5k,4690
381,Belize,1990,BLZ,0.0,1.66,4860,566
382,Belize,1991,BLZ,0.0,2.13,5310,
383,Belize,1992,BLZ,0.0,1.83,5850,
384,Belize,1993,BLZ,0.0,1.91,6120,
385,Belize,1994,BLZ,0.0,1.85,6000,
386,Belize,1995,BLZ,0.04539718,1.82,5890,
387,Belize,1996,BLZ,0.882807327,1.44,5780,
388,Belize,1997,BLZ,1.288582302,1.75,5780,
389,Belize,1998,BLZ,2.091516391,1.61,5770,
390,Belize,1999,BLZ,4.076740564,1.46,6040,
391,Belize,2000,BLZ,5.963835303,1.6,6600,
392,Belize,2002,BLZ,5.684251214,1.65,6820,
393,Belize,2004,BLZ,9.8,1.42,7410,561
394,Belize,2005,BLZ,17.0,1.49,7360,567
395,Belize,2006,BLZ,24.0,1.52,7520,590
396,Belize,2007,BLZ,24.6,1.59,7360,595
397,Belize,2008,BLZ,26.3,1.42,7430,
398,Belize,2009,BLZ,27.2,1.86,7260,
399,Belize,2010,BLZ,28.2,1.67,7300,
400,Belize,2011,BLZ,30.7,1.82,7260,
401,Belize,2012,BLZ,31.0,1.41,7270,
402,Belize,2013,BLZ,33.6,1.49,7200,
403,Belize,2014,BLZ,38.7,1.4,7320,
404,Belize,2015,BLZ,41.59,1.61,7360,
405,Benin,1990,BEN,0.0,0.137,2180,334
406,Benin,1991,BEN,0.0,0.154,2190,328
407,Benin,1992,BEN,0.0,0.162,2180,324
408,Benin,1993,BEN,0.0,0.197,2230,320
409,Benin,1994,BEN,0.0,0.214,2200,316
410,Benin,1995,BEN,0.0,0.216,2250,313
411,Benin,1996,BEN,0.0016931,0.202,2280,353
412,Benin,1997,BEN,0.024648796,0.191,2340,355
413,Benin,1998,BEN,0.047877304,0.185,2360,340
414,Benin,1999,BEN,0.154906741,0.232,2410,345
415,Benin,2000,BEN,0.225247851,0.229,2480,289
416,Benin,2001,BEN,0.36341789,0.253,2530,298
417,Benin,2002,BEN,0.702945595,0.282,2570,310
418,Benin,2003,BEN,0.951327115,0.31,2580,317
419,Benin,2004,BEN,1.182540965,0.32,2610,321
420,Benin,2005,BEN,1.271031439,0.297,2580,313
421,Benin,2006,BEN,1.537854346,0.452,2610,359
422,Benin,2007,BEN,1.79,0.511,2690,379
423,Benin,2008,BEN,1.85,0.49,2740,377
424,Benin,2009,BEN,2.24,0.504,2720,384
425,Benin,2010,BEN,3.13,0.537,2710,397
426,Benin,2011,BEN,4.148323066,0.517,2710,397
427,Benin,2012,BEN,4.5,0.477,2760,400
428,Benin,2013,BEN,4.9,0.488,2880,406
429,Benin,2014,BEN,6.0,0.508,2980,417
430,Benin,2015,BEN,11.25498791,0.555,2950,
431,Bhutan,1990,BTN,0.0,0.242,2880,105
432,Bhutan,1991,BTN,0.0,0.33,2850,
433,Bhutan,1992,BTN,0.0,0.385,2980,
434,Bhutan,1993,BTN,0.0,0.325,3050,
435,Bhutan,1994,BTN,0.0,0.379,3210,
436,Bhutan,1995,BTN,0.0,0.442,3420,
437,Bhutan,1999,BTN,0.137571514,0.642,4020,
438,Bhutan,2000,BTN,0.400944447,0.646,4060,
439,Bhutan,2001,BTN,0.864628564,0.612,4310,
440,Bhutan,2002,BTN,1.675802584,0.653,4690,
441,Bhutan,2003,BTN,2.436912399,0.576,4960,
442,Bhutan,2004,BTN,3.156984196,0.455,5170,282
443,Bhutan,2005,BTN,3.847106745,0.583,5460,314
444,Bhutan,2006,BTN,4.518317258,0.568,5760,321
445,Bhutan,2007,BTN,5.92,0.56,6740,367
446,Bhutan,2008,BTN,6.55,0.597,7000,
447,Bhutan,2009,BTN,7.17,0.543,7390,
448,Bhutan,2010,BTN,13.6,0.678,8190,
449,Bhutan,2011,BTN,14.4,0.964,8750,
450,Bhutan,2012,BTN,15.6,1.1,9080,
451,Bhutan,2013,BTN,22.4,1.2,9160,
452,Bhutan,2014,BTN,30.3,1.33,9570,
453,Bhutan,2015,BTN,39.8,1.34,10.1k,
454,Bolivia,1990,BOL,0.0,0.835,4590,380
455,Bolivia,1991,BOL,0.0,0.853,4730,384
456,Bolivia,1992,BOL,0.0,0.925,4710,398
457,Bolivia,1993,BOL,0.0,1.07,4810,417
458,Bolivia,1994,BOL,0.0,1.15,4930,449
459,Bolivia,1995,BOL,0.066807568,1.29,5050,494
460,Bolivia,1996,BOL,0.196081174,1.26,5160,520
461,Bolivia,1997,BOL,0.447839036,1.37,5310,556
462,Bolivia,1998,BOL,0.626484062,1.35,5470,551
463,Bolivia,1999,BOL,0.981815187,1.26,5390,531
464,Bolivia,2000,BOL,1.442763585,1.31,5420,583
465,Bolivia,2001,BOL,2.120462534,0.999,5400,445
466,Bolivia,2002,BOL,3.117192947,1.18,5430,523
467,Bolivia,2003,BOL,3.508596401,1.24,5480,534
468,Bolivia,2004,BOL,4.439924601,1.22,5610,525
